Country,dbase,Year,avgLat,avgLong,majstage,majVar,majSBR,majscSBR,class,sand,PH,silt,clay,CEC,soilbulk,orgcarb,nitrogen,dem,aviJunJul,eviJunJul,gciJunJul,gndviJunJul,ndmiJunJul,tmaxJunJul,tminJunJul,windJunJul,precJunJul,smoistJunJul,pdsiJunJul,vpdJunJul,maxdewJunJul,mindewJunJul,etiJunJul,dsr09JunJul,dsr12JunJul,dsr15JunJul,aviNovDec,eviNovDec,gciNovDec,gndviNovDec,ndmiNovDec,tmaxNovDec,tminNovDec,windNovDec,precNovDec,smoistNovDec,pdsiNovDec,vpdNovDec,maxdewNovDec,mindewNovDec,etiNovDec,dsr09NovDec,dsr12NovDec,dsr15NovDec,aviDecJan,eviDecJan,gciDecJan,gndviDecJan,ndmiDecJan,tmaxDecJan,tminDecJan,windDecJan,precDecJan,smoistDecJan,pdsiDecJan,vpdDecJan,maxdewDecJan,mindewDecJan,etiDecJan,dsr09DecJan,dsr12DecJan,dsr15DecJan
Tanzania,online,2016,-10.500194,35.711076,R6,Local,7,3,c3,59.57404259,58.83788507,14.2257279,27.9509433,25.3684229,138.8153669,22.78135385,55.61324852,1053.970075,0.322295136,0.254669526,2.601699468,0.563646727,-0.072945914,23.70965198,12.94718027,1.773137389,1,4498.903676,-1.65921669,0.65517888,15.27706337,5.003442287,8.887300825,673.5488648,496.2188337,32.86448978,0.311806508,0.203708098,1.782573156,0.468470933,-0.143714359,29.45083756,18.39297462,2.517085061,214.2700549,2049.909858,-3.475459001,1.268554694,19.56026649,8.688440323,13.17455448,765.3202657,613.5079345,93.09399876,0.337354659,0.303469615,3.189479034,0.613445238,0.032372289,27.94666575,18.1494846,1.845340121,404.3899364,3592.374504,-3.825458908,0.852077061,20.94863319,11.49282265,15.45910138,687.219668,515.4326717,77.7451311
Tanzania,online,2015,-10.49981,35.71031,R6,Soya 2,6,3,c3,59.55482402,58.81840676,14.23198618,27.99783421,25.31843425,138.8496421,22.7852868,55.66684311,1053.721498,0.323305114,0.256092955,2.659089419,0.569027673,-0.080888516,24.26439651,13.55874387,1.723423556,0,4290.372614,-3.541965573,0.759577899,14.74474525,4.90007925,9.751817459,751.3587652,550.1647155,37.86726375,0.324276941,0.22150523,1.418374679,0.388352736,-0.071150881,29.27589113,19.08301437,1.936220512,293.4751604,2553.253451,-4.163661441,1.039796998,20.96682167,11.6899662,13.91355896,704.4791634,534.3310899,82.63175541,0.324847744,0.237773978,0.577557802,0.219465605,0.017725118,27.61876771,18.78301335,1.344734107,551.0356313,5451.029346,-3.448808308,0.634084711,21.62536049,15.88469887,14.42895087,635.1881938,427.4895447,64.10018905
Tanzania,online,2016,-10.496855,35.71817,R3,Local,6,3,c3,59.12790446,58.8553657,14.39100797,27.86187733,25.39907156,138.4653109,22.52725937,56.21032103,1063.503111,0.319407865,0.249209299,2.617217785,0.565926802,-0.076770794,23.66415554,12.91091707,1.76306602,1,4541.243133,-1.653087561,0.651246101,15.27706337,5.003442287,8.360165407,665.2252776,490.8805428,32.3176435,0.333853859,0.225191492,1.892104997,0.48559294,-0.127283107,29.4127072,18.36101304,2.519361828,215.6121864,2081.043648,-3.495162333,1.262038646,19.56026649,8.688440323,11.50526143,757.7859911,617.0826329,93.94561694,0.333769586,0.305277816,2.8933528,0.580444553,0.053809557,27.87223237,18.11131478,1.844662624,404.8594962,3633.847309,-3.845162256,0.846600156,20.94863319,11.49282265,14.01424518,680.7509473,514.437922,77.22876073
Tanzania,online,2015,-10.49395,35.89553,R6,Local,9,5,c5,55.23455024,57.09304206,13.79046156,30.62374847,26.99586033,135.3538525,23.99586033,71.4874334,904.208098,0.319198761,0.28096893,3.084371684,0.599950653,-0.002930702,24.75,14.30000019,1.654999971,0,4577,-3.720000029,0.790000021,14.91283607,4.792016506,11.68163037,760.4376511,539.064989,35.01365669,0.322143677,0.308218674,1.841144206,0.474865607,0.108367688,29.39999962,19.60000038,1.919999957,289,2647,-4.164999962,1.019999981,21.05312538,11.40682411,15.76626046,749.6061376,574.3110293,89.47460995,0.320338145,0.311731282,1.815764869,0.471628368,0.136395108,27.70000076,19.20000076,1.389999986,542,5615,-3.375,0.584999979,21.74321938,15.89357948,14.93701647,648.3123705,472.4647905,71.50329318
Tanzania,online,2016,-10.49395,35.89553,R6,Local,9,5,c5,55.23455024,57.09304206,13.79046156,30.62374847,26.99586033,135.3538525,23.99586033,71.4874334,904.208098,0.326938377,0.288695077,3.274276291,0.619921516,-0.008489317,24.20000076,13.64999962,1.695000052,2,4809,-1.549999952,0.685000002,15.41359901,5.260156155,9.608190714,677.3273511,497.9005101,31.4243966,0.342053507,0.273894845,2.675478954,0.570822794,-0.034246763,29.75,18.89999962,2.505000114,210,2092,-3.299999952,1.25999999,19.57494545,8.790704727,15.89969839,772.2023763,634.3643415,96.53227031,0.353362599,0.293431374,2.786972317,0.579464135,-0.016795111,28.14999962,18.54999924,1.909999967,394,3517,-3.650000095,0.819999993,20.6408329,11.15493202,17.43566962,672.909812,571.34933,87.67969319
Tanzania,online,2015,-10.49218,35.89257,R6,SC SEMEKI,8,4,c4,55.36625561,57,13.54315194,30.67827303,27.01871311,135.0000939,24,71.76680592,910.3292976,0.321490214,0.282130077,3.154222441,0.607261865,-0.007228998,24.75,14.30000019,1.654999971,0,4577,-3.720000029,0.790000021,14.91283607,4.792016506,12.20611347,759.6259635,541.0158794,35.19110969,0.327361346,0.316817422,1.789616874,0.467992679,0.108431304,29.39999962,19.60000038,1.919999957,289,2647,-4.164999962,1.019999981,21.05312538,11.40682411,16.50768155,750.5783042,574.2343394,89.224674,0.327900855,0.320803877,1.690712382,0.450267799,0.142054124,27.70000076,19.20000076,1.389999986,542,5615,-3.375,0.584999979,21.74321938,15.89357948,15.91579062,649.5387033,473.0479969,71.58110119
Tanzania,online,2016,-10.48687,36.05933,R6,Soya 2,8,4,c4,52.2290089,58.08069859,16.00425371,27.26693272,25.54492188,137.8872221,22.09967424,66.01337976,823.6743934,0.321044062,0.275981602,3.130626995,0.609286182,-0.035420133,25,14.60000038,1.654999971,2,4797,-1.75,0.75,16.75951576,6.211083889,9.88060162,669.2818205,472.8807291,28.92549295,0.307524883,0.223342154,2.184723973,0.515729454,-0.093273199,31.04999924,20.45000076,2.424999952,191,1791,-3.25,1.480000019,20.63646889,9.372156143,18.07309949,720.0887109,620.5734134,93.07799631,0.333211359,0.275993015,2.509690722,0.543538141,0.009423798,29.75,20.39999962,1.774999976,357,2709,-3.599999905,1.065000057,21.40310097,11.60067177,20.80697141,648.6337149,580.0864015,87.90261282
Tanzania,online,2015,-10.47453,35.75571,R6,SC SEMEKI,7,3,c3,55.11161814,58.72317503,15.34023354,30.48810904,25.52401607,135.637803,23.07955402,58.64524585,1079.562586,0.313009456,0.252229571,2.996022253,0.597962391,-0.058614248,24.1181947,13.50909716,1.702729188,0,4385.358079,-3.466826563,0.750909731,14.84657697,4.788236264,10.09166175,755.0705458,549.3055227,37.44780839,0.303952169,0.217287702,1.354016992,0.356921686,-0.027332097,29.0363892,18.9181945,1.934999943,300.9083163,2663.626178,-4.112277866,1.009548703,21.01924774,11.76431166,13.2001866,704.9919363,519.7773231,78.29840385,0.336148381,0.296446323,1.538926163,0.410804067,0.016961739,27.38638937,18.6181947,1.357270769,558.5444399,5588.078871,-3.377736348,0.600458414,21.69865717,16.04854362,13.85796548,603.6214693,414.0450156,60.55097047
Tanzania,online,2015,-10.45967,36.12066,R6,Soya 2,7,3,c3,53.98366342,58.59352137,17.69975146,27.29455169,24.91094015,137.9646554,22.89472248,62.58082537,855.8803322,0.321953467,0.253371831,2.765565881,0.579254747,-0.051387834,25.29166505,15,1.649638442,0,4018.403882,-4.490695245,0.832556979,15.98119545,5.628716946,13.02224276,753.9190906,533.4879564,33.65688935,0.27127409,0.191071853,2.460317373,0.55160141,-0.090403341,30.63409685,20.98352307,1.840662105,266.9694998,2288.935477,-4.968881732,1.212576257,21.85140419,11.85018349,17.56098919,744.7531517,565.6099826,80.99715039,0.386784282,0.390664154,3.14640711,0.569837522,0.126361983,29.15928505,20.86742732,1.257895369,501.6057092,4925.742393,-4.033406296,0.80431902,22.64263344,16.64394569,18.26604167,634.5431028,524.7337757,75.98211022
Tanzania,online,2015,-10.45047,36.13592,R5,Local,8,4,c4,54.49073419,58.36706843,15.93350655,26.84726425,24.85206839,137.3086732,22.99525842,65.41965664,845.702047,0.323701728,0.265189068,2.850182379,0.586614271,-0.041011809,25.29999924,15,1.659113118,0,4133.797314,-4.298624559,0.830886866,16.046053,5.631416908,11.73524032,733.1645799,525.5266867,33.08519374,0.373527974,0.248784706,1.622697115,0.44792515,-0.031432848,30.60000038,20.99113138,1.847339383,268,2313.742985,-4.747171837,1.210000038,21.90916837,11.89485875,16.71192709,739.7873871,557.4701397,80.36980552,0.393317873,0.397212413,3.817988028,0.638555869,0.10844832,29.141131,20.85000038,1.267660626,502.7095018,4963.483226,-3.824511345,0.800000012,22.69974015,16.66430164,15.39685104,634.4516426,521.8184074,76.2417958
Tanzania,online,2015,-10.1583,35.32447,R7,Soya 2,8,4,c4,60.79850689,59.80651735,14.99872099,26.01557875,25.98830249,138.795931,22.83878665,61.36096844,773.1500865,0.34191176,0.315373656,2.919846001,0.593063432,0.006199347,24.25037114,13.65074243,1.695482825,0,5141.59343,-5.155223012,0.625074276,15.68343544,6.516442776,18.37758357,765.018219,553.5759567,41.24186011,0.316463665,0.225798543,1.224881782,0.376276905,-0.122973697,30.90148524,21.00074279,1.800371352,264,2494.234924,-5.775445714,1.230148571,21.4142704,11.57705116,16.40122204,748.0133195,557.4697586,88.16163323,0.330343591,0.276486119,1.852435047,0.469757808,-0.041572241,29.75074279,21.05074208,1.235074274,495.9777152,5113.960149,-4.955222739,0.885074267,22.51955605,15.72487831,20.44848716,664.0698025,493.9617079,77.5346237
Tanzania,online,2016,-9.86028,34.8095,R4,SC SEMEKI,3,3,c3,45.95582098,57,17.49956575,38.1027994,28.71745651,120.8881734,27.6633044,78.29720933,1373.26231,0.334673817,0.301580648,3.414305165,0.628525533,0.01523184,21.54999924,10.05000019,1.929999948,6,4612,-2.150000095,0.479999989,14.00383949,5.2661376,7.729165559,675.3987104,540.7423534,44.5838554,0.349723312,0.269513852,2.419238772,0.540782875,-0.065521759,27.89999962,15.60000038,2.654999971,227,2177,-3.900000095,1.014999986,18.93239784,10.19344521,11.6774349,792.5871407,606.2924685,100.123304,0.32369831,0.232188987,1.669170663,0.446369943,-0.081651152,26.79999924,16,1.825000048,404,3828,-4.199999809,0.834999979,20.29171181,13.45009804,12.31108197,719.6129707,490.9286803,79.54921191
Tanzania,online,2015,-9.85886,34.81166,R7,SC SAFARI,7,3,c3,46.65598118,57,17.61860683,37.64309006,28.48593464,121.4144298,27.63653597,78.25377342,1376.385239,0.324200003,0.299043276,3.641093359,0.641068903,0.03680386,22.14999962,10.85000038,1.889999986,0,4055,-4.284999847,0.540000021,14.49965858,6.364129543,9.016355989,733.2134652,572.929504,48.33821636,0.320353623,0.253567697,2.430863708,0.512011545,-0.059652753,27.14999962,16.14999962,1.919999957,309,2609,-4.934999943,0.800000012,20.42727089,12.29409218,12.48886711,714.8661566,512.3102605,84.09181971,0.345252756,0.288883018,1.542940892,0.343023982,0.064927861,26.29999924,16.85000038,1.379999995,537,5310,-4.269999981,0.605000019,20.95598793,14.40126991,12.06134945,596.838315,352.2135385,56.61885961
Tanzania,online,2016,-9.85098,34.77807,R4,SC SEMEKI,2,2,c2,42.98144549,56.74862834,17.74416635,39.44499675,29.32036564,118.0067971,28.80466253,83.79956589,1363.538946,0.33622766,0.316310463,3.648253217,0.645055251,0.043945969,21.54999924,10.05000019,1.945000052,6,4352,-2.25,0.479999989,13.9579368,5.231374543,10.64528535,666.9508222,564.8208297,47.13476285,0.348228489,0.263526557,2.272548996,0.525910062,-0.061494121,28,15.69999981,2.605000019,227,2096,-3.900000095,1.024999976,18.9001775,10.13893227,12.30226792,759.152682,612.1111632,99.74276803,0.358091719,0.255251207,1.364933747,0.404821309,-0.03701298,26.89999962,16.14999962,1.735000014,404,3753,-4.199999809,0.850000024,20.22541497,13.38380315,13.43764414,683.2094079,477.8542232,76.29829004
Tanzania,online,2015,-9.85098,34.77807,R4,SC SEMEKI,2,2,c2,42.98144549,56.74862834,17.74416635,39.44499675,29.32036564,118.0067971,28.80466253,83.79956589,1363.538946,0.341430284,0.321038788,3.522096213,0.633212312,0.056552892,22.20000076,10.89999962,1.904999971,0,3821,-4.320000172,0.535000026,14.45328801,6.331096204,11.86531536,736.7894821,583.583445,50.26771159,0.332706972,0.329243275,4.088537455,0.650638159,0.075337285,27.25,16.25,1.870000005,308,2524,-4.940000057,0.814999998,20.39563362,12.24664962,15.34823356,704.3089839,503.2743884,82.48189046,0.386784282,0.390664154,3.14640711,0.569837522,0.126361983,26.39999962,16.95000076,1.299999952,535,5145,-4.275000095,0.625,20.9208394,14.3468893,14.99815347,589.4040217,345.6534881,55.24789088
Tanzania,online,2015,-9.82619,34.74202,R1,Local,5,3,c3,42.69903953,57.17835144,18.18190398,41.02618978,28.94217657,118.2328721,28.67447103,86.40570548,1402.272447,0.341447378,0.319995224,3.276245227,0.613248898,0.055885952,21.71332179,10.37227444,1.907702149,0.994374704,3660.272553,-4.346985649,0.511350554,13.09093226,4.973562733,9.92931369,764.7534578,599.8517799,52.21391696,0.350213779,0.334906159,3.628714025,0.612391636,0.063748965,26.86150438,15.67381028,1.839642237,312.716452,2525.105559,-4.976436217,0.790449859,19.7655577,10.53359944,13.05504343,695.6434754,460.2893183,72.52329467,0.393317873,0.397212413,3.817988028,0.638555869,0.10844832,25.872274,16.26536576,1.369911023,535.7573302,5066.250053,-4.334893037,0.58832829,20.82362488,12.82943917,13.62716726,581.6922529,339.347382,53.54765411
Tanzania,online,2016,-9.82619,34.74202,R1,Local,5,3,c3,42.69903953,57.17835144,18.18190398,41.02618978,28.94217657,118.2328721,28.67447103,86.40570548,1402.272447,0.353176004,0.329137678,3.640679573,0.638448615,0.051130692,21.11304012,9.532535816,1.951647885,6.994374704,4222.410953,-2.291966071,0.462998428,12.39236739,3.911680517,8.203274766,703.8998434,583.0252629,48.73745548,0.357211994,0.269238014,2.247949584,0.518349601,-0.052526373,27.61150438,15.15551456,2.579237752,230.5670271,2095.693933,-3.920523738,1.003243882,17.49250055,8.318744451,12.85594675,729.6509602,546.0012054,87.84079096,0.259874493,0.177786097,0.40464896,0.16827777,0.006116208,26.372274,15.45635798,1.801615106,406.7962673,3798.711633,-4.220523491,0.811150434,18.92202836,11.91348928,13.49063782,656.4038119,406.9780917,63.49191313
Tanzania,online,2015,-9.82125,34.72266,R4,Soya 2,2,2,c2,41.68442473,56.97571566,17.94254547,40.39893219,28.89267002,115.5626625,29.44537717,88.51382555,1471.653064,0.337674863,0.30403944,3.345079225,0.620677412,0.044623725,21.85000038,10.55000019,1.904999971,1,3603,-4.380000114,0.519999981,12.93789101,4.776238918,8.700794953,748.1793173,601.6472185,52.7326038,0.340181804,0.307071094,3.085750937,0.570938617,0.045989319,27,15.85000038,1.825000048,313,2507,-4.989999771,0.800000012,19.72945595,10.3041935,12.94942281,701.9929446,486.4811701,78.01136781,0.367017397,0.358930337,3.576380801,0.609994462,0.096862457,26.04999924,16.45000076,1.350000024,537,5034,-4.349999905,0.600000024,20.9210453,12.6682682,13.62809349,580.2187102,348.6344252,55.21355587
Tanzania,online,2016,-9.82125,34.72266,R4,Soya 2,2,2,c2,41.68442473,56.97571566,17.94254547,40.39893219,28.89267002,115.5626625,29.44537717,88.51382555,1471.653064,0.347172943,0.306471789,2.996501394,0.590639627,0.021027294,21.25,9.699999809,1.950000048,7,4167,-2.299999952,0.469999999,12.19137001,3.728875637,7.148233615,701.8674106,586.2610187,49.22404591,0.362042135,0.26142149,2.341791815,0.538127403,-0.048340906,27.75,15.35000038,2.565000057,231,2077,-3.900000095,1.014999986,17.28096962,8.088953018,11.20683606,734.2985282,549.0147613,89.4826423,0.330343591,0.276486119,1.852435047,0.469757808,-0.041572241,26.54999924,15.64999962,1.779999971,408,3783,-4.199999809,0.824999988,18.85024452,11.80361366,11.54622291,654.8231705,417.6990928,66.18306121
Tanzania,online,2014,-9.81342,34.72543,R7,Soya 1,8,4,c4,42.79135853,57.34158048,18.46953249,39.97646071,28.77890553,117.4921748,28.85093505,86.97140262,1411.744795,0.308023053,0.287025532,3.67651065,0.646833171,0.076588712,21.04999924,10.05000019,1.940000057,2,4144,-1.659999967,0.495000005,13.81261635,4.750756741,8.632770097,639.2778011,545.8939783,45.11159181,0.325448463,0.258062884,1.805423678,0.458453332,-0.013172694,27.20000076,15.44999981,2.180000067,370,2931,1.909999967,0.795000017,18.63186073,7.225213528,11.89133944,718.2940462,491.1662201,78.6965847,0.40133193,0.371373819,3.097372103,0.604016164,0.102371112,26,16.04999924,1.784999967,493,4971,1.644999981,0.584999979,19.77794838,12.16954994,12.5416945,610.748342,356.1008923,57.20314284
Tanzania,online,2015,-9.7983,34.70715,R6,SC SEMEKI,6,3,c3,41.17792577,57.62572817,19.63488048,41.45812378,29.34490325,116.0803686,29.00113448,89.85692453,1428.992436,0.329854103,0.315388657,3.701202495,0.6416567,0.092045848,21.70763655,10.26527353,1.904999971,1,3452.806813,-4.404913633,0.512881823,12.93789101,4.776238918,10.42239087,739.4641756,609.6468301,53.97398212,0.342412431,0.285838332,2.453492282,0.528409425,-0.025131248,26.7508641,15.56527329,1.800086439,313,2479.239213,-4.986441034,0.785763662,19.72945595,10.3041935,15.2194548,692.7281115,454.551456,71.53269127,0.354412084,0.338365092,2.487647158,0.490362437,0.108342136,25.69409121,16.09409217,1.300172873,534.1527419,4935.769448,-4.349999905,0.575086448,20.9210453,12.6682682,16.13473268,592.863638,318.3505662,49.32653734
Tanzania,online,2015,-9.79729,34.69396,R6,Soya 2,4,2,c2,41.05704948,57.21106769,19.58164585,41.1072765,29.08182571,114.5298293,30.10469601,93.85347002,1471.508226,0.330872914,0.313422612,3.92586422,0.657905019,0.083913436,21.61427351,10.11682535,1.904999971,1,3392.765558,-4.408365113,0.507958497,12.93789101,4.776238918,12.50191367,737.1851811,598.9363209,53.00390184,0.350992918,0.316414076,3.306740672,0.600566107,0.018180032,26.61682535,15.40916996,1.792041459,313,2468.816596,-4.982193074,0.777703292,19.72945595,10.3041935,18.34894554,703.4454068,465.7090097,74.07370735,0.361416427,0.357856737,4.012239313,0.640675916,0.09102366,25.50661749,15.90661806,1.290717814,532.6937745,4896.153115,-4.346172115,0.562448132,20.9210453,12.6682682,19.13399893,595.6265833,327.0459304,51.20404366
Tanzania,online,2016,-9.79729,34.69396,R4,SC SEMEKI,4,2,c2,41.05704948,57.21106769,19.58164585,41.1072765,29.08182571,114.5298293,30.10469601,93.85347002,1471.508226,0.334756036,0.311107487,3.647560345,0.64286792,0.047877103,20.96427389,9.266825918,1.945510425,7.94896267,3948,-2.349999905,0.458468887,12.19137001,3.728875637,10.95464911,702.2628245,581.1237591,50.31163565,0.348350982,0.279878282,2.233982468,0.516444351,-0.050797706,27.36682535,14.85916977,2.52255185,232,2032.071787,-3.952551917,0.977703336,17.28096962,8.088953018,16.54723983,708.3888763,503.6054414,79.79793764,0.330343591,0.276486119,1.852435047,0.469757808,-0.041572241,26.00661749,15.10661793,1.710973073,405.8468872,3768.378002,-4.25,0.771937738,18.85024452,11.80361366,16.72717464,616.9020501,405.2338049,63.50923997
Tanzania,online,2015,-9.39898,33.6268,R1,Soya 4,3,2,c2,47.23633884,56,18.18288616,34.61828672,28,118.4901286,28,82.14057077,1012.888716,0.337740919,0.3260844,3.774069697,0.648984458,0.100782067,25.91402365,14.81402422,1.622743929,4.207316546,826.9756489,-4.318475521,0.9703658,16.00032997,5.846032619,17.1743376,739.4981451,609.1075261,59.99255974,0.337161665,0.298004061,2.912195249,0.581309198,0.066098996,29.82438936,19.54512118,1.824146334,310.1341601,1641.926871,-4.950365847,1.173475601,20.54158974,14.09218788,22.89602524,805.583935,544.8918086,98.11322038,0.344862527,0.328927493,3.525314994,0.635185831,0.124098564,28.11402441,19.23475592,1.32914633,468.475626,2942.414764,-4.344512173,0.790365821,20.89330482,15.66387367,22.6164681,643.7562329,415.3352127,71.5120616
Tanzania,online,2015,-9.2523,34.67779,R6,Soya 2,6,3,c3,44.97239319,57.89971791,19.88170534,37.93628696,27.98251523,115.4679219,29.9273162,92.75947188,1966.044026,0.306276754,0.269257968,3.440404573,0.630136527,-0.035682625,19.76781433,8.09425119,2.229652677,0,1800.875463,-3.862299364,0.424425145,12.01203814,2.236867605,11.61693508,796.4047112,643.8085347,61.32423948,0.354744034,0.320585315,2.89121313,0.581654592,-0.010510349,24.89137663,13.21781445,1.764425137,318.3562886,2215.873619,-4.203104819,0.692068869,17.31110322,8.697985238,15.60562542,726.6709428,515.0290657,83.4819084,0.421738369,0.435659644,3.72286571,0.641686436,0.132261777,23.69425126,13.9206887,1.344425143,509.2988063,3976.219175,-3.250979098,0.507356291,17.79145753,10.73928269,16.96355827,581.9252283,380.3038271,60.44799411
Tanzania,online,2015,-9.20407,34.69931,R5,Samba,6,3,c3,45.35759245,57.41852329,18.71107403,36.88622731,27.16983744,118.7115896,28.58346967,83.08753302,1914.279061,0.29136309,0.24149909,3.056201994,0.603038336,-0.080401047,20.27432605,8.611758731,2.813042285,0,1453.115283,-3.902351796,0.461202819,12.15145302,2.145989895,12.49648617,818.3119556,673.2801616,64.44570915,0.340816588,0.285547018,2.345383081,0.532526058,-0.040324522,25.38689347,13.76175838,1.793716274,323.2459596,2107.18334,-3.991445416,0.726202825,17.44896889,8.718042374,17.95897767,760.5111108,538.992576,86.81068472,0.377395177,0.358482186,2.273727155,0.515237029,0.073680256,24.17432566,14.37432612,1.302594345,517.4919192,3739.569485,-2.926553227,0.532459568,17.84862709,10.70672035,17.32252046,596.0427426,384.6668628,60.39920832
Tanzania,online,2016,-9.20407,34.69931,R5,Samba,6,3,c3,45.35759245,57.41852329,18.71107403,36.88622731,27.16983744,118.7115896,28.58346967,83.08753302,1914.279061,0.316621182,0.26915678,3.159925945,0.608486284,-0.053690795,19.71175914,7.761758698,2.856785555,2,1613.217739,-0.950269565,0.461202819,11.37197304,1.146875024,12.65428279,840.1131521,673.2780329,64.73490861,0.293492606,0.220123728,1.872755474,0.453806934,-0.09328983,26.17432566,13.14919128,2.632459613,232.245955,1448.594356,-3.050269585,0.924946078,16.02773476,6.493493557,15.34834099,771.7583483,629.2889516,103.5125012,0.310247573,0.254946505,2.383094268,0.489108795,-0.043802736,24.8117589,13.46175883,1.742594363,373.9946064,2921.107868,-3.537702228,0.72120283,16.53188515,9.351861954,15.13462158,689.3460071,522.2919348,84.02974147
Tanzania,online,2015,-9.17635,34.6604,R6,Soya 2,5,3,c3,49.00215102,60,17.00411982,34.68435129,27.54718103,121.8794541,25.11605548,62.71658069,1813.883996,0.310361763,0.255836738,2.901479032,0.590442201,-0.07475792,20.52732804,8.877327801,2.90680168,0,1360.383256,-3.96819832,0.47848852,12.15145302,2.145989895,12.36463162,822.6936053,671.6362242,64.06015265,0.35534908,0.306009005,2.310455307,0.517872235,-0.008043514,25.58488584,14.02732775,1.761801617,323.1511491,2051.77872,-3.959244233,0.739244263,17.44896889,8.718042374,15.89714977,770.6313929,545.442755,88.93543524,0.369280427,0.347603907,2.614511055,0.557619611,0.060953067,24.38488507,14.58488522,1.289244234,517.3022982,3642.650523,-2.916686875,0.540000021,17.84862709,10.70672035,14.71248721,605.5635347,389.5408871,61.70761797
Tanzania,online,2014,-9.17151,34.76853,R6,SC SAFARI,7,3,c3,48.02905374,58.22563183,16.14228146,36.58482045,26.93274535,120.6618641,27.95977239,79.25994322,1877.411697,0.235095898,0.18573797,2.417387074,0.544457177,0.037993582,19.76423955,8.410679447,2.201327321,0,1719.436573,-2.185711932,0.461067981,12.9554081,4.000573635,8.237962202,739.7419419,624.8146262,56.22160906,0.25878547,0.197434389,1.565678849,0.427472656,-0.053310708,25.7571199,13.56067991,2.145695957,381.857606,1966.258729,3.491439998,0.731423982,17.28206825,7.402520657,9.906614008,774.4449942,609.2873584,99.64674738,0.330343591,0.276486119,1.852435047,0.469757808,-0.041572241,24.26423955,14.01067983,1.702135986,465.715208,3489.491645,3.250728181,0.511779948,17.32265663,10.92730141,11.03047174,623.6586306,446.9407201,69.98732771
Tanzania,online,2015,-9.1694,34.6912,R6,Soya 2,4,2,c2,52.59993789,59.55348026,16.41639693,33.28042838,26.94056771,122.817057,24.70513743,61.16209605,1793.7059,0.310959666,0.269598074,3.193320291,0.613602047,-0.049497381,20.46601514,8.816015028,2.9707459,0,1356.349411,-3.933300771,0.475281214,12.15145302,2.145989895,14.42657672,818.780099,671.6368682,63.81876714,0.353761469,0.295637445,2.703374839,0.572138839,-0.035192746,25.55281221,13.96601512,1.803300715,324.1320307,2053.063426,-3.945097693,0.738960918,17.44896889,8.718042374,17.99158562,774.5088337,547.0658928,88.83561763,0.399093341,0.373170256,2.28898858,0.515223734,0.065673693,24.35941357,14.56601503,1.289621072,519.2640615,3645.936154,-2.864718762,0.543300755,17.84862709,10.70672035,16.97139462,588.8407298,389.8772385,61.53702499
Tanzania,online,2016,-9.1694,34.6912,R5,SC SEMEKI,3,2,c2,52.59993789,59.55348026,16.41639693,33.28042838,26.94056771,122.817057,24.70513743,61.16209605,1793.7059,0.321616685,0.280050844,3.187295837,0.611873006,-0.043002142,19.90941378,7.966015349,3.015085717,2,1497.349411,-0.899999976,0.475281214,11.37197304,1.146875024,13.64881492,833.8095051,664.6969842,63.88742452,0.343441333,0.299541996,2.396825194,0.531237766,-0.013957857,26.3462103,13.35941357,2.643960947,233,1422.418001,-2.993398474,0.938960906,16.02773476,6.493493557,16.38726771,793.4264649,633.6709355,105.8838794,0.356038579,0.321934784,1.917719793,0.478043803,0.012719141,25.00941412,13.65281212,1.730281208,374.8679693,2887.928976,-3.493398474,0.733300753,16.53188515,9.351861954,15.88247538,714.5712455,520.1457652,82.80121842
Tanzania,online,2016,-9.166026667,34.75671667,R4,SC SEMEKI,3,2,c2,47.29332367,58.7216834,16.2062191,36.37881237,27,120.4030843,27.97942153,79.06480216,1855.814708,0.306186896,0.2544386,2.839190652,0.583465681,-0.057459705,19.77488087,7.937321495,2.283232389,4.751189715,1656.653323,-0.987559491,0.468732155,11.88759804,2.293817043,11.18685047,814.6298766,663.003102,63.20126827,0.294212563,0.20385573,1.885769626,0.479377351,-0.143481288,26.37488125,13.32488106,2.581148791,231.7511864,1436.611826,-3.175118928,0.939976196,16.29335976,7.4095397,12.42101949,805.2659769,622.5602893,101.7620628,0.294567436,0.215028183,1.715051764,0.455758947,-0.136001078,24.9997625,13.63732168,1.722464349,376.5023728,2909.898678,-3.625118976,0.731220253,16.95473671,10.19613075,13.12431853,740.9785672,533.4381986,84.8113838
Tanzania,online,2015,-9.16587,34.75639,R4,SC SEMEKI,4,2,c2,47.32546929,58.73475292,16.20419161,36.35364021,27,120.382787,27.98103406,78.98733422,1854.722564,0.290862583,0.240812319,3.048285868,0.600864925,-0.073009552,20.37537756,8.775377175,2.241660161,0,1410.541622,-4.002688804,0.463806606,12.63674355,3.750268459,11.68501103,792.7745515,670.4171859,63.40362297,0.347602896,0.267965652,2.529353234,0.554802978,-0.085247222,25.55075435,13.90075473,1.735301849,327,2074.514236,-4.201858471,0.740075468,18.28200722,9.372095108,15.37135174,753.711371,555.1709005,90.23840377,0.330343591,0.276486119,1.852435047,0.469757808,-0.041572241,24.36344383,14.55075452,1.262613202,529.253756,3680.732264,-3.124471692,0.541344331,18.50881386,11.17534828,15.68457787,576.6242555,395.8210218,62.23058688
